sentence,label,cleaned title,docs,entities
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0,finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million us$ 3 million .,"['finnair', 'cancellation', 'flight', 'cause', 'daily', 'loss', ' ', 'x20ac', '2.5', 'million', 'us$', '3', 'million']",finnair cancellation flight cause daily loss   x20ac 2.5 million us$ 3 million
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0,"food sales totalled eur 323.5 mn in october 2009 , representing a decrease of 5.5 % from october 2008 .","['food', 'sale', 'total', 'eur', '323.5', 'mn', 'october', '2009', 'represent', 'decrease', '5.5', 'october', '2008']",food sale total eur 323.5 mn october 2009 represent decrease 5.5 october 2008
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0,"adp news - may 29 , 2009 - bank of america bofa downgraded today its ratings on swedish-finnish paper maker stora enso oyj hel  sterv and on finnish sector player upm-kymmene oyj hel  upm1v to `` underperf","['adp', 'news', '29', '2009', 'bank', 'america', 'bofa', 'downgrade', 'today', 'rating', 'swedish', 'finnish', 'paper', 'maker', 'stora', 'enso', 'oyj', 'hel', ' ', 'sterv', 'finnish', 'sector', 'player', 'upm', 'kymmene', 'oyj', 'hel', ' ', 'upm1v', '`', '`', 'underperf']",adp news 29 2009 bank america bofa downgrade today rating swedish finnish paper maker stora enso oyj hel   sterv finnish sector player upm kymmene oyj hel   upm1v ` ` underperf
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,0,operating profit excluding non-recurring items totaled eur 5.4 mn compared to eur 5.5 mn in the corresponding period in 2007 .,"['operate', 'profit', 'exclude', 'non', 'recurring', 'item', 'total', 'eur', '5.4', 'mn', 'compare', 'eur', '5.5', 'mn', 'corresponding', 'period', '2007']",operate profit exclude non recurring item total eur 5.4 mn compare eur 5.5 mn corresponding period 2007
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0,"raute reported a loss per share of eur0 .86 for the first half of 2009 , against eps of eur0 .74 in the corresponding period of 2008 .","['raute', 'report', 'loss', 'share', 'eur0', '.86', 'half', '2009', 'eps', 'eur0', '.74', 'corresponding', 'period', '2008']",raute report loss share eur0 .86 half 2009 eps eur0 .74 corresponding period 2008
The air traffic of Finland has been in stoppage since then .,0,the air traffic of finland has been in stoppage since then .,"['air', 'traffic', 'finland', 'stoppage']",air traffic finland stoppage
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0,the hack had been extra nefarious because the tweets activated without being clicked on - it was enough for web surfers to move their mouse cursors over them .,"['hack', 'extra', 'nefarious', 'tweet', 'activate', 'click', 'web', 'surfer', 'mouse', 'cursor']",hack extra nefarious tweet activate click web surfer mouse cursor
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0,the move was triggered by weak demand for forestry equipment and the uncertain market situation .,"['trigger', 'weak', 'demand', 'forestry', 'equipment', 'uncertain', 'market', 'situation']",trigger weak demand forestry equipment uncertain market situation
The situation of coated magazine printing paper will continue to be weak .,0,the situation of coated magazine printing paper will continue to be weak .,"['situation', 'coated', 'magazine', 'printing', 'paper', 'continue', 'weak']",situation coated magazine printing paper continue weak
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0,a high court in finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,"['high', 'court', 'finland', 'fine', 'seven', 'local', 'asphalt', 'company', '  ', 'lion', '$', '117', 'million', 'operate', 'cartel']",high court finland fine seven local asphalt company    lion $ 117 million operate cartel
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",0,"the estonian electronic components factory , elcoteq , is running out of material because of the closure of air traffic .","['estonian', 'electronic', 'component', 'factory', 'elcoteq', 'run', 'material', 'closure', 'air', 'traffic']",estonian electronic component factory elcoteq run material closure air traffic
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0,"all the ferries had run into trouble just outside the stockholm archipelago , made up of more than 20,000 islands .","['ferry', 'run', 'trouble', 'outside', 'stockholm', 'archipelago', '20,000', 'island']","ferry run trouble outside stockholm archipelago 20,000 island"
And U.S. energy executives say high steel prices are threatening energy exploration .,0,and u.s. energy executives say high steel prices are threatening energy exploration .,"['u.s', 'energy', 'executive', 'high', 'steel', 'price', 'threaten', 'energy', 'exploration']",u.s energy executive high steel price threaten energy exploration
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",0,"as capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .","['capacity', 'cut', '1.4', 'passenger', 'load', 'factor', '7.8', 'percentage', 'point']",capacity cut 1.4 passenger load factor 7.8 percentage point
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0,"copper , lead and nickel also dropped ... hbos ( hbos ) plummeted 20 % to 70.3 pence after saying this year+ó ??","['copper', 'lead', 'nickel', 'drop', 'hbo', 'hbo', 'plummet', '20', '70.3', 'penny', 'year+ó']",copper lead nickel drop hbo hbo plummet 20 70.3 penny year+ó
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0,"during the strike , finnair estimates to incur a net loss of between eur2m and eur2 .5 m per day .","['strike', 'finnair', 'estimate', 'incur', 'net', 'loss', 'eur2', 'm', 'eur2', '.5', 'm', 'day']",strike finnair estimate incur net loss eur2 m eur2 .5 m day
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,0,earnings per share ( eps ) dropped to eur 0.21 from eur 0.31 .,"['earning', 'share', 'eps', 'drop', 'eur', '0.21', 'eur', '0.31']",earning share eps drop eur 0.21 eur 0.31
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,0,emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet .,"['emsa', 'deputy', 'chairman', 'board', 'juri', 'lember', 'tell', 'bns', 'wednesday', 'time', 'hear', 'strike', 'swedish', 'inform', 'estonian', 'union']",emsa deputy chairman board juri lember tell bns wednesday time hear strike swedish inform estonian union
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0,"finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in september .","['finnair', 'passenger', 'load', 'factor', 'measure', 'number', 'sell', 'seat', 'share', 'available', 'seat', 'drop', '1.3', 'percentage', 'point', '76.7', 'september']",finnair passenger load factor measure number sell seat share available seat drop 1.3 percentage point 76.7 september
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0,"frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with friday 's high of $ 11.33 and low of $ 10.14 .","['frost', 'sell', 'share', '$', '19', 'million', '$', '6.06', '7', '.12', 'share', 'compare', 'friday', 'high', '$', '11.33', 'low', '$', '10.14']",frost sell share $ 19 million $ 6.06 7 .12 share compare friday high $ 11.33 low $ 10.14
Full-year operating result for 2008 was 3.6 million negative .,0,full-year operating result for 2008 was 3.6 million negative .,"['year', 'operating', 'result', '2008', '3.6', 'million', 'negative']",year operating result 2008 3.6 million negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0,glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,"['glaston', 'net', 'profit', 'quarter', '2007', 'drop', '2.4', 'mln', 'euro', '$', '3.5', 'mln', '3.5', 'mln', 'euro', '$', '5.1', 'mln', 'corresponding', 'period', '2006']",glaston net profit quarter 2007 drop 2.4 mln euro $ 3.5 mln 3.5 mln euro $ 5.1 mln corresponding period 2006
